id,title,categories,abstract,doi,created,updated,authors
2505.00452,clearlines - camera calibration from straight lines,cs.cv,"the problem of calibration from straight lines is fundamental in geometric computer vision, with well-established theoretical foundations. however, its practical applicability remains limited, particularly in real-world outdoor scenarios. these environments pose significant challenges due to diverse and cluttered scenes, interrupted reprojections of straight 3d lines, and varying lighting conditions, making the task notoriously difficult. furthermore, the field lacks a dedicated dataset encouraging the development of respective detection algorithms. in this study, we present a small dataset named ""clearlines"", and by detailing its creation process, provide practical insights that can serve as a guide for developing and refining straight 3d line detection algorithms.",,2025-05-01,,"['gregory schroeder', 'mohamed sabry', 'cristina olaverri-monreal']"
2505.00462,"corstitch - a free, open source software for stitching and   georeferencing underwater coral reef videos",eess.iv cs.cv,"corstitch is an open-source software developed to automate the creation of accurate georeferenced reef mosaics from video transects obtained through automated rapid reef assessment system surveys. we utilized a fourier-based image correlation algorithm to stitch sequential video frames, aligning them with synchronized gnss timestamps. the resulting compressed keyhole markup language files, compatible with geographic information systems such as google earth, enable detailed spatial analysis. validation through comparative analysis of mosaics from two temporally distinct surveys of the same reef demonstrated the software's consistent and reliable performance.",,2025-05-01,,"['julian christopher l. maypa', 'johnenn r. manalang', 'maricor n. soriano']"
2505.00482,jointdit: enhancing rgb-depth joint modeling with diffusion transformers,cs.cv cs.ai,"we present jointdit, a diffusion transformer that models the joint distribution of rgb and depth. by leveraging the architectural benefit and outstanding image prior of the state-of-the-art diffusion transformer, jointdit not only generates high-fidelity images but also produces geometrically plausible and accurate depth maps. this solid joint distribution modeling is achieved through two simple yet effective techniques that we propose, i.e., adaptive scheduling weights, which depend on the noise levels of each modality, and the unbalanced timestep sampling strategy. with these techniques, we train our model across all noise levels for each modality, enabling jointdit to naturally handle various combinatorial generation tasks, including joint generation, depth estimation, and depth-conditioned image generation by simply controlling the timestep of each branch. jointdit demonstrates outstanding joint generation performance. furthermore, it achieves comparable results in depth estimation and depth-conditioned image generation, suggesting that joint distribution modeling can serve as a replaceable alternative to conditional generation. the project page is available at https://byungki-k.github.io/jointdit/.",,2025-05-01,,"['kwon byung-ki', 'qi dai', 'lee hyoseok', 'chong luo', 'tae-hyun oh']"
2505.00497,keysync: a robust approach for leakage-free lip synchronization in high   resolution,cs.cv,"lip synchronization, known as the task of aligning lip movements in an existing video with new input audio, is typically framed as a simpler variant of audio-driven facial animation. however, as well as suffering from the usual issues in talking head generation (e.g., temporal consistency), lip synchronization presents significant new challenges such as expression leakage from the input video and facial occlusions, which can severely impact real-world applications like automated dubbing, but are often neglected in existing works. to address these shortcomings, we present keysync, a two-stage framework that succeeds in solving the issue of temporal consistency, while also incorporating solutions for leakage and occlusions using a carefully designed masking strategy. we show that keysync achieves state-of-the-art results in lip reconstruction and cross-synchronization, improving visual quality and reducing expression leakage according to lipleak, our novel leakage metric. furthermore, we demonstrate the effectiveness of our new masking approach in handling occlusions and validate our architectural choices through several ablation studies. code and model weights can be found at https://antonibigata.github.io/keysync.",,2025-05-01,,"['antoni bigata', 'rodrigo mira', 'stella bounareli', 'michał stypułkowski', 'konstantinos vougioukas', 'stavros petridis', 'maja pantic']"
2505.00502,towards scalable human-aligned benchmark for text-guided image editing,cs.cv,"a variety of text-guided image editing models have been proposed recently. however, there is no widely-accepted standard evaluation method mainly due to the subjective nature of the task, letting researchers rely on manual user study. to address this, we introduce a novel human-aligned benchmark for text-guided image editing (hatie). providing a large-scale benchmark set covering a wide range of editing tasks, it allows reliable evaluation, not limited to specific easy-to-evaluate cases. also, hatie provides a fully-automated and omnidirectional evaluation pipeline. particularly, we combine multiple scores measuring various aspects of editing so as to align with human perception. we empirically verify that the evaluation of hatie is indeed human-aligned in various aspects, and provide benchmark results on several state-of-the-art models to provide deeper insights on their performance.",,2025-05-01,,"['suho ryu', 'kihyun kim', 'eugene baek', 'dongsoo shin', 'joonseok lee']"
2505.00507,heal3d: heuristical-enhanced active learning for 3d object detection,cs.cv,"active learning has proved to be a relevant approach to perform sample selection for training models for autonomous driving. particularly, previous works on active learning for 3d object detection have shown that selection of samples in uncontrolled scenarios is challenging. furthermore, current approaches focus exclusively on the theoretical aspects of the sample selection problem but neglect the practical insights that can be obtained from the extensive literature and application of 3d detection models. in this paper, we introduce heal (heuristical-enhanced active learning for 3d object detection) which integrates those heuristical features together with localization and classification to deliver the most contributing samples to the model's training. in contrast to previous works, our approach integrates heuristical features such as object distance and point-quantity to estimate the uncertainty, which enhance the usefulness of selected samples to train detection models. our quantitative evaluation on kitti shows that heal presents competitive map with respect to the state-of-the-art, and achieves the same map as the full-supervised baseline with only 24% of the samples.",,2025-05-01,2025-05-05,"['esteban rivera', 'surya prabhakaran', 'markus lienkamp']"
2505.00511,inconsistency-based active learning for lidar object detection,cs.cv,"deep learning models for object detection in autonomous driving have recently achieved impressive performance gains and are already being deployed in vehicles worldwide. however, current models require increasingly large datasets for training. acquiring and labeling such data is costly, necessitating the development of new strategies to optimize this process. active learning is a promising approach that has been extensively researched in the image domain. in our work, we extend this concept to the lidar domain by developing several inconsistency-based sample selection strategies and evaluate their effectiveness in various settings. our results show that using a naive inconsistency approach based on the number of detected boxes, we achieve the same map as the random sampling strategy with 50% of the labeled data.",,2025-05-01,,"['esteban rivera', 'loic stratil', 'markus lienkamp']"
2505.00512,interloc: lidar-based intersection localization using road segmentation   with automated evaluation method,cs.cv cs.ro,"online localization of road intersections is beneficial for autonomous vehicle localization, mapping and motion planning. intersections offer strong landmarks to correct vehicle pose estimation in gnss dropouts and anchor new sensor data in up-to-date maps. they are also decisive routing nodes in road network graphs. despite that importance, intersection localization has not been widely studied, with existing methods either ignore the rich semantic information already computed onboard or depend on scarce, hand-labeled intersection datasets. to close that gap, this paper presents a lidar-based method for online vehicle-centric intersection localization. we fuse semantic road segmentation with vehicle local pose to detect intersection candidates in a bird's eye view (bev) representation. we then refine those candidates by analyzing branch topology and correcting the intersection point in a least squares formulation. to evaluate our method, we introduce an automated benchmarking pipeline that pairs localized intersection points with openstreetmap (osm) intersection nodes using precise gnss/ins ground-truth poses. experiments on semantickitti show that the method outperforms the latest learning-based baseline in accuracy and reliability. moreover, sensitivity tests demonstrate that our method is robust to challenging segmentation error levels, highlighting its applicability in the real world.",,2025-05-01,2025-05-02,"['nguyen hoang khoi tran', 'julie stephany berrio', 'mao shan', 'zhenxing ming', 'stewart worrall']"
2505.00525,a methodological and structural review of parkinsons disease detection   across diverse data modalities,eess.iv cs.cv cs.lg,"parkinsons disease (pd) is a progressive neurological disorder that primarily affects motor functions and can lead to mild cognitive impairment (mci) and dementia in its advanced stages. with approximately 10 million people diagnosed globally 1 to 1.8 per 1,000 individuals, according to reports by the japan times and the parkinson foundation early and accurate diagnosis of pd is crucial for improving patient outcomes. while numerous studies have utilized machine learning (ml) and deep learning (dl) techniques for pd recognition, existing surveys are limited in scope, often focusing on single data modalities and failing to capture the potential of multimodal approaches. to address these gaps, this study presents a comprehensive review of pd recognition systems across diverse data modalities, including magnetic resonance imaging (mri), gait-based pose analysis, gait sensory data, handwriting analysis, speech test data, electroencephalography (eeg), and multimodal fusion techniques. based on over 347 articles from leading scientific databases, this review examines key aspects such as data collection methods, settings, feature representations, and system performance, with a focus on recognition accuracy and robustness. this survey aims to serve as a comprehensive resource for researchers, providing actionable guidance for the development of next generation pd recognition systems. by leveraging diverse data modalities and cutting-edge machine learning paradigms, this work contributes to advancing the state of pd diagnostics and improving patient care through innovative, multimodal approaches.",,2025-05-01,,"['abu saleh musa miah', 'taro suzuki', 'jungpil shin']"
2505.00534,a robust deep networks based multi-object multicamera tracking system   for city scale traffic,cs.cv,"vision sensors are becoming more important in intelligent transportation systems (its) for traffic monitoring, management, and optimization as the number of network cameras continues to rise. however, manual object tracking and matching across multiple non-overlapping cameras pose significant challenges in city-scale urban traffic scenarios. these challenges include handling diverse vehicle attributes, occlusions, illumination variations, shadows, and varying video resolutions. to address these issues, we propose an efficient and cost-effective deep learning-based framework for multi-object multi-camera tracking (mo-mct). the proposed framework utilizes mask r-cnn for object detection and employs non-maximum suppression (nms) to select target objects from overlapping detections. transfer learning is employed for re-identification, enabling the association and generation of vehicle tracklets across multiple cameras. moreover, we leverage appropriate loss functions and distance measures to handle occlusion, illumination, and shadow challenges. the final solution identification module performs feature extraction using resnet-152 coupled with deep sort based vehicle tracking. the proposed framework is evaluated on the 5th ai city challenge dataset (track 3), comprising 46 camera feeds. among these 46 camera streams, 40 are used for model training and validation, while the remaining six are utilized for model testing. the proposed framework achieves competitive performance with an idf1 score of 0.8289, and precision and recall scores of 0.9026 and 0.8527 respectively, demonstrating its effectiveness in robust and accurate vehicle tracking.",10.1007/s11042-023-16243-7,2025-05-01,,"['muhammad imran zaman', 'usama ijaz bajwa', 'gulshan saleem', 'rana hammad raza']"
2505.00564,x-ray illicit object detection using hybrid cnn-transformer neural   network architectures,cs.cv,"in the field of x-ray security applications, even the smallest details can significantly impact outcomes. objects that are heavily occluded or intentionally concealed pose a great challenge for detection, whether by human observation or through advanced technological applications. while certain deep learning (dl) architectures demonstrate strong performance in processing local information, such as convolutional neural networks (cnns), others excel in handling distant information, e.g., transformers. in x-ray security imaging the literature has been dominated by the use of cnn-based methods, while the integration of the two aforementioned leading architectures has not been sufficiently explored. in this paper, various hybrid cnn-transformer architectures are evaluated against a common cnn object detection baseline, namely yolov8. in particular, a cnn (hgnetv2) and a hybrid cnn-transformer (next-vit-s) backbone are combined with different cnn/transformer detection heads (yolov8 and rt-detr). the resulting architectures are comparatively evaluated on three challenging public x-ray inspection datasets, namely eds, hixray, and pidray. interestingly, while the yolov8 detector with its default backbone (csp-darknet53) is generally shown to be advantageous on the hixray and pidray datasets, when a domain distribution shift is incorporated in the x-ray images (as happens in the eds datasets), hybrid cnn-transformer architectures exhibit increased robustness. detailed comparative evaluation results, including object-level detection performance and object-size error analysis, demonstrate the strengths and weaknesses of each architectural combination and suggest guidelines for future research. the source code and network weights of the models employed in this study are available at https://github.com/jgenc/xray-comparative-evaluation.",,2025-05-01,,"['jorgen cani', 'christos diou', 'spyridon evangelatos', 'panagiotis radoglou-grammatikis', 'vasileios argyriou', 'panagiotis sarigiannidis', 'iraklis varlamis', 'georgios th. papadopoulos']"
2505.00568,multimodal masked autoencoder pre-training for 3d mri-based brain tumor   analysis with missing modalities,cs.cv cs.ai,"multimodal magnetic resonance imaging (mri) constitutes the first line of investigation for clinicians in the care of brain tumors, providing crucial insights for surgery planning, treatment monitoring, and biomarker identification. pre-training on large datasets have been shown to help models learn transferable representations and adapt with minimal labeled data. this behavior is especially valuable in medical imaging, where annotations are often scarce. however, applying this paradigm to multimodal medical data introduces a challenge: most existing approaches assume that all imaging modalities are available during both pre-training and fine-tuning. in practice, missing modalities often occur due to acquisition issues, specialist unavailability, or specific experimental designs on small in-house datasets. consequently, a common approach involves training a separate model for each desired modality combination, making the process both resource-intensive and impractical for clinical use. therefore, we introduce bm-mae, a masked image modeling pre-training strategy tailored for multimodal mri data. the same pre-trained model seamlessly adapts to any combination of available modalities, extracting rich representations that capture both intra- and inter-modal information. this allows fine-tuning on any subset of modalities without requiring architectural changes, while still benefiting from a model pre-trained on the full set of modalities. extensive experiments show that the proposed pre-training strategy outperforms or remains competitive with baselines that require separate pre-training for each modality subset, while substantially surpassing training from scratch on several downstream tasks. additionally, it can quickly and efficiently reconstruct missing modalities, highlighting its practical value. code and trained models are available at: https://github.com/lucas-rbnt/bm-mae",,2025-05-01,2025-05-02,"['lucas robinet', 'ahmad berjaoui', 'elizabeth cohen-jonathan moyal']"
2505.00584,synthesizing and identifying noise levels in autonomous vehicle camera   radar datasets,cs.cv cs.ai eess.iv eess.sp,"detecting and tracking objects is a crucial component of any autonomous navigation method. for the past decades, object detection has yielded promising results using neural networks on various datasets. while many methods focus on performance metrics, few projects focus on improving the robustness of these detection and tracking pipelines, notably to sensor failures. in this paper we attempt to address this issue by creating a realistic synthetic data augmentation pipeline for camera-radar autonomous vehicle (av) datasets. our goal is to accurately simulate sensor failures and data deterioration due to real-world interferences. we also present our results of a baseline lightweight noise recognition neural network trained and tested on our augmented dataset, reaching an overall recognition accuracy of 54.4\% on 11 categories across 10086 images and 2145 radar point-clouds.",,2025-05-01,,"['mathis morales', 'golnaz habibi']"
2505.00592,uncertainty-aware multi-expert knowledge distillation for imbalanced   disease grading,cs.cv cs.lg,"automatic disease image grading is a significant application of artificial intelligence for healthcare, enabling faster and more accurate patient assessments. however, domain shifts, which are exacerbated by data imbalance, introduce bias into the model, posing deployment difficulties in clinical applications. to address the problem, we propose a novel \textbf{u}ncertainty-aware \textbf{m}ulti-experts \textbf{k}nowledge \textbf{d}istillation (umkd) framework to transfer knowledge from multiple expert models to a single student model. specifically, to extract discriminative features, umkd decouples task-agnostic and task-specific features with shallow and compact feature alignment in the feature space. at the output space, an uncertainty-aware decoupled distillation (udd) mechanism dynamically adjusts knowledge transfer weights based on expert model uncertainties, ensuring robust and reliable distillation. additionally, umkd also tackles the problems of model architecture heterogeneity and distribution discrepancies between source and target domains, which are inadequately tackled by previous kd approaches. extensive experiments on histology prostate grading (\textit{sicapv2}) and fundus image grading (\textit{aptos}) demonstrate that umkd achieves a new state-of-the-art in both source-imbalanced and target-imbalanced scenarios, offering a robust and practical solution for real-world disease image grading.",,2025-05-01,,"['shuo tong', 'shangde gao', 'ke liu', 'zihang huang', 'hongxia xu', 'haochao ying', 'jian wu']"
